place_id,name,name_my,category,category_my,house_number,house_number_my,full_address,full_address_my,township,township_my,district,district_my,sub_region,sub_region_my,postal_code,lat,lon,phone,rating,review_count,website,city,embed_text
1447,Than Than Win,သန်းသန်း၀င်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842061,96.200764,,4.7,151,,Yangon,Name: Than Than Win (သန်းသန်း၀င်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1777,Than Thazin,သန်းသဇင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842857,96.201812,,4.7,541,,Yangon,Name: Than Thazin (သန်းသဇင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1361,Than Tun Aung,သန်းထွန်းအောင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.827588,96.207116,,4.1,493,,Yangon,Name: Than Tun Aung (သန်းထွန်းအောင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1703,Thandar Aung,သန္တာအောင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.83356,96.181009,,4.3,319,,Yangon,Name: Thandar Aung (သန္တာအောင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
818,Thant,သန့်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.826024,96.208597,,4.8,64,,Yangon,Name: Thant (သန့်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1169,Thant Zin,သန့်ဇင်,Car Wash,မော်တော်ယာဉ် ဆေးကြောရေး,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.830025,96.208132,,4.9,517,,Yangon,Name: Thant Zin (သန့်ဇင်). Category: Car Wash. Address: Thingangyun. Township: Thingangyun. District: Yangon East
888,Thar Htet,သားထက်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.813794,96.20831,,4.8,274,,Yangon,Name: Thar Htet (သားထက်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
240,Thar To Shop,သားတို့ဆိုင်,Toy Shop,အထွေထွေအမျိုးအစား,66,66,"66 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၆၆, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.838107,96.200761,,4,130,,Yangon,"Name: Thar To Shop (သားတို့ဆိုင်). Category: Toy Shop. House Number: 66. Address: ၆၆, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
536,Thardu Housing,Thardu Housing,Residence,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,"Lay Daung Kan Rd.,Za (South) Ward (TGGN),Thingangyun","Lay Daung Kan Rd.,Za (South) Ward (TGGN),Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8239,96.1832,,4.6,418,,Yangon,"Name: Thardu Housing. Category: Residence. Address: Lay Daung Kan Rd.,Za (South) Ward (TGGN),Thingangyun. Township: Thingangyun. District: Yangon East"
537,That Nay Win,That Nay Win,Store,စျေးနှင့် ကုန်စုံဆိုင်,,,"Kyi Pwar Yae Ward (TGGN), Thingangyun","Kyi Pwar Yae Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8367,96.2077,,4.7,421,,Yangon,"Name: That Nay Win. Category: Store. Address: Kyi Pwar Yae Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1126,That San Yay,သက်စမ်းရေ,Hospital/Polyclinic,ဆေးရုံနှင့် ဆေးခန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.836707,96.207112,,4.6,388,,Yangon,Name: That San Yay (သက်စမ်းရေ). Category: Hospital/Polyclinic. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1064,That Tank Young,သက်တံရောင်,Hotel/Motel,ဟိုတယ်နှင့် တည်းခိုခန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.839317,96.207231,,4.4,202,,Yangon,Name: That Tank Young (သက်တံရောင်). Category: Hotel/Motel. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1306,Thazin,သဇင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.843825,96.201288,,4.6,328,,Yangon,Name: Thazin (သဇင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1704,Thazin Cherry,သဇင်ချယ်ရီ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.831662,96.182116,,4.4,322,,Yangon,Name: Thazin Cherry (သဇင်ချယ်ရီ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
2031,The Bodyguard,ဘော်ဒီဂတ်,Health Care Service,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.835541,96.186736,,4.1,103,,Yangon,Name: The Bodyguard (ဘော်ဒီဂတ်). Category: Health Care Service. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1461,The Dog,သဒေါ့,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82955,96.18537,,4.1,193,,Yangon,Name: The Dog (သဒေါ့). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
116,The Face,သယ်လ်ဖေ့,Health Care Center,ဆေးရုံနှင့် ဆေးခန်း,8,8,"8 Yadanar Road, Bawa Myint Ward, Thingangyun, Yangon","၈, ရတနာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.844833,96.199969,,4.6,358,,Yangon,"Name: The Face (သယ်လ်ဖေ့). Category: Health Care Center. House Number: 8. Address: ၈, ရတနာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1977,The Face Myanmar,ဒယ်ဖေ့(စ်)မြန်မာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.844837,96.200006,,4.7,541,,Yangon,Name: The Face Myanmar (ဒယ်ဖေ့(စ်)မြန်မာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
819,Thee Thant,သီးသန့်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841,96.203816,,4.9,67,,Yangon,Name: Thee Thant (သီးသန့်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1821,Thee Thant,သီးသန့်,Café/Pub,ဘားနှင့် ဖျော်ဖြေရေး,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.84351,96.200925,,4.1,73,,Yangon,Name: Thee Thant (သီးသန့်). Category: Café/Pub. Address: Thingangyun. Township: Thingangyun. District: Yangon East
358,Theigi Shwe Yi,သိင်္ဂီရွှေရည်,Jewelry & Gold,အထွေထွေအမျိုးအစား,3-Jan,43525,"3/1 Than Thu Mar Road, Ward-24 Thuwunna, Thingangyun, Yangon","၄၃၅၂၅, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.815079,96.191651,,4.8,484,,Yangon,"Name: Theigi Shwe Yi (သိင်္ဂီရွှေရည်). Category: Jewelry & Gold. House Number: 3-Jan. Address: ၄၃၅၂၅, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
28,Theik Hti Win,သိဒိ္ဓဝင်,Jewelry & Gold,အထွေထွေအမျိုးအစား,111,111,"111 Lay Daung Kan Road, Za (North) Ward, Thingangyun, Yangon","၁၁၁, လေးထောင့်ကန်လမ်း, ဇ(မြောက်)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.82815,96.187713,,4.8,94,,Yangon,"Name: Theik Hti Win (သိဒိ္ဓဝင်). Category: Jewelry & Gold. House Number: 111. Address: ၁၁၁, လေးထောင့်ကန်လမ်း, ဇ(မြောက်)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
791,Thein,သိန်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.81672,96.195728,,4.1,583,,Yangon,Name: Thein (သိန်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1715,Thein,သိန်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.823404,96.197899,,4.5,355,,Yangon,Name: Thein (သိန်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1448,Thein 80,သိန်း ၈၀,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82938,96.205426,,4.8,154,,Yangon,Name: Thein 80 (သိန်း ၈၀). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
889,Thein Aung,သိန်းအောင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.844692,96.202153,,4.9,277,,Yangon,Name: Thein Aung (သိန်းအောင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1596,Thein Min,သိန်းမင်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.834422,96.180686,,4.6,598,,Yangon,Name: Thein Min (သိန်းမင်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
890,Thein Than Gaday,သိန်းသန်းကုဋေ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.825912,96.212319,,4,280,,Yangon,Name: Thein Than Gaday (သိန်းသန်းကုဋေ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
242,Thein Than Htay,သိန်းသန်းဌေး,Fashion (General),ဖက်ရှင်စတိုး,1,1,"1 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၁, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.841822,96.204603,,4.2,136,,Yangon,"Name: Thein Than Htay (သိန်းသန်းဌေး). Category: Fashion (General). House Number: 1. Address: ၁, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
243,Thein Than Htay,သိန်းသန်းဌေး,Shoes Shop,အထွေထွေအမျိုးအစား,315,315,"315 Sule Pagoda Street, Ward-2, Pabedan, Yangon","၃၁၅, အနော်ရထာလမ်း, (၂)ရပ်ကွက်, ပန်းဘဲတန်း",Pabedan,ပန်းဘဲတန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.841801,96.204586,,4.3,139,,Yangon,"Name: Thein Than Htay (သိန်းသန်းဌေး). Category: Shoes Shop. House Number: 315. Address: ၃၁၅, အနော်ရထာလမ်း, (၂)ရပ်ကွက်, ပန်းဘဲတန်း. Township: Pabedan. District: Yangon East"
966,Thein Than Htay,သိန်းသန်းဌေး,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841643,96.20445,,4.6,508,,Yangon,Name: Thein Than Htay (သိန်းသန်းဌေး). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
241,Thein Than Htay,သိန်းသန်းဌေး,Fashion (General),ဖက်ရှင်စတိုး,1,1,"1 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၁, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.841668,96.204457,,4.1,133,,Yangon,"Name: Thein Than Htay (သိန်းသန်းဌေး). Category: Fashion (General). House Number: 1. Address: ၁, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
783,Thein Than Htay,သိန်းသန်းဌေး,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842078,96.205106,,4.3,559,,Yangon,Name: Thein Than Htay (သိန်းသန်းဌေး). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
244,Thein Than Htay,သိန်းသန်းဌေး,Shoes Shop,အထွေထွေအမျိုးအစား,315,315,"315 Sule Pagoda Street, Ward-2, Pabedan, Yangon","၃၁၅, အနော်ရထာလမ်း, (၂)ရပ်ကွက်, ပန်းဘဲတန်း",Pabedan,ပန်းဘဲတန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.841265,96.204118,,4.4,142,,Yangon,"Name: Thein Than Htay (သိန်းသန်းဌေး). Category: Shoes Shop. House Number: 315. Address: ၃၁၅, အနော်ရထာလမ်း, (၂)ရပ်ကွက်, ပန်းဘဲတန်း. Township: Pabedan. District: Yangon East"
1101,Theingi Htet,သိင်္ဂထက်,Restaurant,စားသောက်ဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842123,96.202281,,4.1,313,,Yangon,Name: Theingi Htet (သိင်္ဂထက်). Category: Restaurant. Address: Thingangyun. Township: Thingangyun. District: Yangon East
933,Theint Shwe Yee,သိမ့်ရွှေရည်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.84408,96.20268,,4.3,409,,Yangon,Name: Theint Shwe Yee (သိမ့်ရွှေရည်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
955,Theint Theint Aung,သိမ့်သိမ့်အောင်,Café/Pub,ဘားနှင့် ဖျော်ဖြေရေး,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.844474,96.202267,,4.5,475,,Yangon,Name: Theint Theint Aung (သိမ့်သိမ့်အောင်). Category: Café/Pub. Address: Thingangyun. Township: Thingangyun. District: Yangon East
719,Thi Yee Yandanar Pa Ra Hi Ta Kyaung,သိရီရတနာပရဟိတကျောင်း,Place of Worship,ဘာသာရေးနေရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829274,96.212311,,4.9,367,,Yangon,Name: Thi Yee Yandanar Pa Ra Hi Ta Kyaung (သိရီရတနာပရဟိတကျောင်း). Category: Place of Worship. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1382,Thida,သီတာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829153,96.204531,,4.2,556,,Yangon,Name: Thida (သီတာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
290,Thida Oo,သီတာဦး-၁,Restaurant (Beer Pub),ဘားနှင့် ဖျော်ဖြေရေး,932,932,"932 Lay Daung Kan Road, Nga Moe Yeik Ward, Thingangyun, Yangon","၉၃၂, လေးထောင့်ကန်လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.841537,96.203689,,4,280,,Yangon,"Name: Thida Oo (သီတာဦး-၁). Category: Restaurant (Beer Pub). House Number: 932. Address: ၉၃၂, လေးထောင့်ကန်လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1705,Thidar,သီတာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840423,96.200508,,4.5,325,,Yangon,Name: Thidar (သီတာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1373,Thidar,သီတာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828924,96.203761,,4.3,529,,Yangon,Name: Thidar (သီတာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1786,Thiha,သီဟ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82658,96.206778,,4.6,568,,Yangon,Name: Thiha (သီဟ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1230,Thiha,သီဟ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.826492,96.20674,,4,100,,Yangon,Name: Thiha (သီဟ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
538,Thin Gan Gyun Station,Thin Gan Gyun Station,Railway Station,အထွေထွေအမျိုးအစား,,,"Kha Ward (TGGN), Thingangyun","Kha Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8285,96.1964,,4.8,424,,Yangon,"Name: Thin Gan Gyun Station. Category: Railway Station. Address: Kha Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
245,Thin Htet Naing,သင်းထက်နိုင်,Rice Shop,အထွေထွေအမျိုးအစား,21,21,"21 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၂၁, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.841176,96.203954,,4.5,145,,Yangon,"Name: Thin Htet Naing (သင်းထက်နိုင်). Category: Rice Shop. House Number: 21. Address: ၂၁, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
820,Thin Htet Naing,သင်းထက်နိုင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841214,96.204113,,4,70,,Yangon,Name: Thin Htet Naing (သင်းထက်နိုင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1706,Thin Thin,သင်းသင်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840333,96.201845,,4.6,328,,Yangon,Name: Thin Thin (သင်းသင်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1707,Thin Zar Win,သဥ္ဖာ၀င်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.84145,96.20089,,4.7,331,,Yangon,Name: Thin Zar Win (သဥ္ဖာ၀င်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
539,Thingangyun Education College,Thingangyun Education College,Universities,အထွေထွေအမျိုးအစား,,,"Nga/Ka Ward (TGGN), Thingangyun","Nga/Ka Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8332,96.2007,,4.9,427,,Yangon,"Name: Thingangyun Education College. Category: Universities. Address: Nga/Ka Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
540,Thingangyun Fire Station,သင်္ဃန်းကျွန်း မီးသတ်စခန်း,Fire Station,အထွေထွေအမျိုးအစား,,,"Bo Kan Nyunt Ward (TGGN), Thingangyun","Bo Kan Nyunt Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8327,96.1977,,4,430,,Yangon,"Name: Thingangyun Fire Station (သင်္ဃန်းကျွန်း မီးသတ်စခန်း). Category: Fire Station. Address: Bo Kan Nyunt Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
544,Thingangyun Market,Thingangyun Market,Market,စျေးနှင့် ကုန်စုံဆိုင်,,,"Bo Kan Nyunt Ward (TGGN), Thingangyun","Bo Kan Nyunt Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8294,96.1917,,4.4,442,,Yangon,"Name: Thingangyun Market. Category: Market. Address: Bo Kan Nyunt Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
541,Thingangyun Police Station,သင်္ဃန်းကျွန်းရဲစခန်း,Police Station,အထွေထွေအမျိုးအစား,,,"Nanwin Kone Ward (TGGN), Thingangyun","Nanwin Kone Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8287,96.1911,,4.1,433,,Yangon,"Name: Thingangyun Police Station (သင်္ဃန်းကျွန်းရဲစခန်း). Category: Police Station. Address: Nanwin Kone Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
542,Thingangyun Post Office,သင်္ဃန်းကျွန်းစာတိုက်,Post Office,စာတိုက်,,,"Ward 25 Thuwunna (TGGN), Thingangyun","Ward 25 Thuwunna (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8221,96.2035,,4.2,436,,Yangon,"Name: Thingangyun Post Office (သင်္ဃန်းကျွန်းစာတိုက်). Category: Post Office. Address: Ward 25 Thuwunna (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
66,Thingangyun Post Office [11071],သင်္ဃန်းကျွန်းစာတိုက် (၁၁၀၇၁),Post Office,စာတိုက်,143,143,"143 Thu Mingalar Road, Ward-25 Thuwunna, Thingangyun, Yangon","၁၄၃, သုမင်္ဂလာလမ်း, သု၀ဏ…(၂၅)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.82205,96.203543,,4.6,208,,Yangon,"Name: Thingangyun Post Office [11071] (သင်္ဃန်းကျွန်းစာတိုက် (၁၁၀၇၁)). Category: Post Office. House Number: 143. Address: ၁၄၃, သုမင်္ဂလာလမ်း, သု၀ဏ…(၂၅)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
543,Thingangyun San Pya Hospital,Thingangyun San Pya Hospital,Hospital,ဆေးရုံနှင့် ဆေးခန်း,,,",Kyaikasan Pagoda St.,Sa Ka Ward (TGGN),Thingangyun",",Kyaikasan Pagoda St.,Sa Ka Ward (TGGN),Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8346,96.1916,,4.3,439,,Yangon,"Name: Thingangyun San Pya Hospital. Category: Hospital. Address: ,Kyaikasan Pagoda St.,Sa Ka Ward (TGGN),Thingangyun. Township: Thingangyun. District: Yangon East"
1363,Thingi San,သိင်္ဂစံ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.842842,96.200802,,4.3,499,,Yangon,Name: Thingi San (သိင်္ဂစံ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
