place_id,name,name_my,category,category_my,house_number,house_number_my,full_address,full_address_my,township,township_my,district,district_my,sub_region,sub_region_my,postal_code,lat,lon,phone,rating,review_count,website,city,embed_text
1138,(Kha)Ward Council,(ခ)ရပ်ကွက်အုပ်ချုပ်ရေးမှူးရုံး,Government Office,ရုံးခန်းနှင့် လူနေအိမ်ရာ,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828499,96.197638,,4.8,424,,Yangon,Name: (Kha)Ward Council ((ခ)ရပ်ကွက်အုပ်ချုပ်ရေးမှူးရုံး). Category: Government Office. Address: Thingangyun. Township: Thingangyun. District: Yangon East
370,1 Stop Mart,ဝမ်းစတော့ပ်မတ်,Mini Mart,စျေးနှင့် ကုန်စုံဆိုင်,1-Sep,1^9,"1/9 Than Thu Mar Road, Ward-29 Thuwunna, Thingangyun, Yangon","၁^၉, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၉)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.821438,96.20342,,4,520,,Yangon,"Name: 1 Stop Mart (ဝမ်းစတော့ပ်မတ်). Category: Mini Mart. House Number: 1-Sep. Address: ၁^၉, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၉)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
589,1 Stop Motor Service,1 Stop Motor Service,Shop,အထွေထွေအမျိုးအစား,,,"Sa Kha Ward (TGGN), Thingangyun","Sa Kha Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8345,96.1968,,4.9,577,,Yangon,"Name: 1 Stop Motor Service. Category: Shop. Address: Sa Kha Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
409,16 Yadanar Market,16 Yadanar Market,Market,စျေးနှင့် ကုန်စုံဆိုင်,,,"16\1 Ward (TGGN), Thingangyun","16\1 Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8353,96.1829,,4.9,37,,Yangon,"Name: 16 Yadanar Market. Category: Market. Address: 16\1 Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1789,3 Star,သရီးစတား,Café/Pub,ဘားနှင့် ဖျော်ဖြေရေး,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.829068,96.200971,,4.9,577,,Yangon,Name: 3 Star (သရီးစတား). Category: Café/Pub. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1830,360 Petro,၃၆၀ ပက်ထရို,Petrol Station,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.833613,96.196106,,4,100,,Yangon,Name: 360 Petro (၃၆၀ ပက်ထရို). Category: Petrol Station. Address: Thingangyun. Township: Thingangyun. District: Yangon East
147,360 Petro,၃၆၀ပက်ထရို,Petrol Station,အထွေထွေအမျိုးအစား,30,30,"30 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၃၀, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.83344,96.195997,,4.7,451,,Yangon,"Name: 360 Petro (၃၆၀ပက်ထရို). Category: Petrol Station. House Number: 30. Address: ၃၀, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
369,369,သုံးခြောက်ကိုး,Restaurant (Beer Pub),ဘားနှင့် ဖျော်ဖြေရေး,1-Oct,1^10,"1/10 Than Thu Mar Road, Ward-29 Thuwunna, Thingangyun, Yangon","၁^၁၀, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၉)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.821447,96.203578,,4.9,517,,Yangon,"Name: 369 (သုံးခြောက်ကိုး). Category: Restaurant (Beer Pub). House Number: 1-Oct. Address: ၁^၁၀, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၉)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
410,369 Restaurant,369 Restaurant,Restaurant,စားသောက်ဆိုင်,,,"Mikyaung Kan (1) Ward (TGGN), Thingangyun","Mikyaung Kan (1) Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8218,96.1818,,4,40,,Yangon,"Name: 369 Restaurant. Category: Restaurant. Address: Mikyaung Kan (1) Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
967,5Star,ဖိုက်ဗ်စတား,Pharmacy,ဆေးဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828517,96.197493,,4.7,511,,Yangon,Name: 5Star (ဖိုက်ဗ်စတား). Category: Pharmacy. Address: Thingangyun. Township: Thingangyun. District: Yangon East
809,7 Mart,ဆဲလ်ဗင်းမတ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.815194,96.192073,,4.9,37,,Yangon,Name: 7 Mart (ဆဲလ်ဗင်းမတ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
40,7 Street,ရလမ်း,Pre School,ကျောင်းနှင့် တက္ကသိုလ်,294,294,"294 Ngamoeyeik 7th Street, Nga Moe Yeik Ward, Thingangyun, Yangon","၂၉၄, ငမိုးရိပ်၇လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.843803,96.20243,,4,130,,Yangon,"Name: 7 Street (ရလမ်း). Category: Pre School. House Number: 294. Address: ၂၉၄, ငမိုးရိပ်၇လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1316,7-Day,ဆဲဗင်းဒေး,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.825279,96.196833,,4.6,358,,Yangon,Name: 7-Day (ဆဲဗင်းဒေး). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
411,8 DAY HOTEL,8 DAY HOTEL,Hotel,ဟိုတယ်နှင့် တည်းခိုခန်း,,,"No.299,Waizayandar Road,16\3 Ward (TGGN),Thingangyun","No.299,Waizayandar Road,16\3 Ward (TGGN),Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8301,96.1797,,4.1,43,,Yangon,"Name: 8 DAY HOTEL. Category: Hotel. Address: No.299,Waizayandar Road,16\3 Ward (TGGN),Thingangyun. Township: Thingangyun. District: Yangon East"
58,8 Days Hotel,အိတ်ဒေးစ်ဟိုတယ်,Hotel,ဟိုတယ်နှင့် တည်းခိုခန်း,299,299,"299 Wai Za Yan Tar Road, Ward-16\3, Thingangyun, Yangon","၂၉၉, ၀ေဇယန္တာလမ်း, (၁၆^၃)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.8301,96.1797,,4.8,184,,Yangon,"Name: 8 Days Hotel (အိတ်ဒေးစ်ဟိုတယ်). Category: Hotel. House Number: 299. Address: ၂၉၉, ၀ေဇယန္တာလမ်း, (၁၆^၃)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1831,8888 Museum,၈၈၈၈ သမိုင်းပြတိုက်(ယာယီ),Museum,ပြတိုက်နှင့် ယဉ်ကျေးမှု,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.835696,96.186534,,4.1,103,,Yangon,Name: 8888 Museum (၈၈၈၈ သမိုင်းပြတိုက်(ယာယီ)). Category: Museum. Address: Thingangyun. Township: Thingangyun. District: Yangon East
798,9 Star,နိုင်းစတား,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.827895,96.209329,,4.8,604,,Yangon,Name: 9 Star (နိုင်းစတား). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
148,9 plus,နိုင်းပလက်စ်,Car Accessories Shop,အထွေထွေအမျိုးအစား,90,90,"90 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၉၀, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.836753,96.199361,,4.8,454,,Yangon,"Name: 9 plus (နိုင်းပလက်စ်). Category: Car Accessories Shop. House Number: 90. Address: ၉၀, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
777,99,၉၉,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841944,96.204939,,4.7,541,,Yangon,Name: 99 (၉၉). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
146,99,၉၉,Bags Shop,အထွေထွေအမျိုးအစား,1,1,"1 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၁, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.841776,96.204565,,4.6,448,,Yangon,"Name: 99 (၉၉). Category: Bags Shop. House Number: 1. Address: ၁, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
797,999,၉၉၉,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.821185,96.204859,,4.7,601,,Yangon,Name: 999 (၉၉၉). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1848,A Htin Ka Ya,အထင်ကရ,Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.83549,96.186747,,4.8,154,,Yangon,Name: A Htin Ka Ya (အထင်ကရ). Category: Repair Facility. Address: Thingangyun. Township: Thingangyun. District: Yangon East
412,A Htin Ka Ya,A Htin Ka Ya,Cafe,ကဖေးနှင့် လက်ဖက်ရည်ဆိုင်,,,"Kyi Pwar Yae Ward (TGGN), Thingangyun","Kyi Pwar Yae Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.839,96.2076,,4.2,46,,Yangon,"Name: A Htin Ka Ya. Category: Cafe. Address: Kyi Pwar Yae Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1025,A Lin Thit,အလင်းသစ်,Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.825523,96.196724,,4.5,85,,Yangon,Name: A Lin Thit (အလင်းသစ်). Category: Repair Facility. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1387,A Lin Thit,အလင်းသစ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.832645,96.20355,,4.7,571,,Yangon,Name: A Lin Thit (အလင်းသစ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
2018,A Lin Yaung,အလင်းရောင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.832749,96.194762,,4.8,64,,Yangon,Name: A Lin Yaung (အလင်းရောင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1719,A Lin Yaung Htun,အလင်းရောင်ထွန်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828827,96.20705,,4.9,367,,Yangon,Name: A Lin Yaung Htun (အလင်းရောင်ထွန်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1009,A Linn Young,အလင်းရောင်,Library,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.836606,96.20781,,4.9,37,,Yangon,Name: A Linn Young (အလင်းရောင်). Category: Library. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1912,A Mae Eain,အမေ့အိမ်,School,ကျောင်းနှင့် တက္ကသိုလ်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.835635,96.186691,,4.2,346,,Yangon,Name: A Mae Eain (အမေ့အိမ်). Category: School. Address: Thingangyun. Township: Thingangyun. District: Yangon East
413,A Mae Thar,A Mae Thar,Restaurant,စားသောက်ဆိုင်,,,"BTF Ward (TGGN), Thingangyun","BTF Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8448,96.2078,,4.3,49,,Yangon,"Name: A Mae Thar. Category: Restaurant. Address: BTF Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1717,A Maeh Eain,အမေ့အိမ်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.841467,96.202801,,4.7,361,,Yangon,Name: A Maeh Eain (အမေ့အိမ်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1278,A Mwar Nyi Naung,အမွှာညီနောင်,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.84184,96.200407,,4.8,244,,Yangon,Name: A Mwar Nyi Naung (အမွှာညီနောင်). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1061,A Myae Thar,အမေ့သား,Repair Facility,ပြုပြင်ရေးလုပ်ငန်း,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.838143,96.207788,,4.1,193,,Yangon,Name: A Myae Thar (အမေ့သား). Category: Repair Facility. Address: Thingangyun. Township: Thingangyun. District: Yangon East
968,A Myae Yeik,အမေ့ရိပ်,Pharmacy,ဆေးဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.828927,96.204448,,4.8,514,,Yangon,Name: A Myae Yeik (အမေ့ရိပ်). Category: Pharmacy. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1317,A Nhine Mae,အနှုိင်းမဲ့,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.834439,96.204957,,4.7,361,,Yangon,Name: A Nhine Mae (အနှုိင်းမဲ့). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1006,A Pyone Thit,အပြုံးသစ်,Dentist,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.84259,96.202781,,4.6,28,,Yangon,Name: A Pyone Thit (အပြုံးသစ်). Category: Dentist. Address: Thingangyun. Township: Thingangyun. District: Yangon East
414,A Yone Oo,A Yone Oo,Hospital,ဆေးရုံနှင့် ဆေးခန်း,,,"Supaing Ward (TGGN), Thingangyun","Supaing Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8183,96.1979,,4.4,52,,Yangon,"Name: A Yone Oo. Category: Hospital. Address: Supaing Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1463,A Zin Phu,အေ ဇင်ဖြူ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.835379,96.200253,,4.3,199,,Yangon,Name: A Zin Phu (အေ ဇင်ဖြူ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1268,A&R,အေအန်အာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.82475,96.19701,,4.8,214,,Yangon,Name: A&R (အေအန်အာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
1073,A&S,အေအန်အက်(စ်),Restaurant,စားသောက်ဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840798,96.202307,,4.3,229,,Yangon,Name: A&S (အေအန်အက်(စ်)). Category: Restaurant. Address: Thingangyun. Township: Thingangyun. District: Yangon East
810,A-1,အေ၀မ်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.840127,96.202972,,4,40,,Yangon,Name: A-1 (အေ၀မ်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
725,A-1,အေ၀မ်း,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.844434,96.202526,,4.5,385,,Yangon,Name: A-1 (အေ၀မ်း). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
293,A1,အေဝမ်း,Car Tryer & Battery,အထွေထွေအမျိုးအစား,293/8,293^8,"293/8 Than Thu Mar Road, Supaing Ward, Thingangyun, Yangon","၂၉၃^၈, သံသုမာလမ်း, စုပေါင်းရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.819478,96.199759,,4.3,289,,Yangon,"Name: A1 (အေဝမ်း). Category: Car Tryer & Battery. House Number: 293/8. Address: ၂၉၃^၈, သံသုမာလမ်း, စုပေါင်းရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
257,A1,အေဝမ်း,Rice Shop,အထွေထွေအမျိုးအစား,913,913,"913 Lay Daung Kan Road, Nga Moe Yeik Ward, Thingangyun, Yangon","၉၁၃, လေးထောင့်ကန်လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.840378,96.202499,,4.7,181,,Yangon,"Name: A1 (အေဝမ်း). Category: Rice Shop. House Number: 913. Address: ၉၁၃, လေးထောင့်ကန်လမ်း, ငမိုးရိပ်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
8,AAA,အေအေအေ,Pharmacy,ဆေးဆိုင်,24 A,24at,"24 A Thu Mingalar Road, Nanwin Kone Ward, Thingangyun, Yangon","၂၄အေ, သုမင်္ဂလာလမ်း, နနွင်းကုန်းရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.826778,96.187315,,4.8,34,,Yangon,"Name: AAA (အေအေအေ). Category: Pharmacy. House Number: 24 A. Address: ၂၄အေ, သုမင်္ဂလာလမ်း, နနွင်းကုန်းရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
149,AAA,အေအေအေ,Car Accessories Shop,အထွေထွေအမျိုးအစား,53,53,"53 Lay Daung Kan Road, Lay Daunkan Ward, Thingangyun, Yangon","၅၃, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.835688,96.198351,,4.9,457,,Yangon,"Name: AAA (အေအေအေ). Category: Car Accessories Shop. House Number: 53. Address: ၅၃, လေးထောင့်ကန်လမ်း, လေးဒေါင့်ကန်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
415,ABC Convenience Store (Kamar Kyi St),ABC Convenience Store (Kamar Kyi St),Store,စျေးနှင့် ကုန်စုံဆိုင်,,,"Yangon Thit Ward (TGGN), Thingangyun","Yangon Thit Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8256,96.2085,,4.5,55,,Yangon,"Name: ABC Convenience Store (Kamar Kyi St). Category: Store. Address: Yangon Thit Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
416,ABC Convenience Store (Thiri Mingalar Rd),ABC Convenience Store (Thiri Mingalar Rd),Store,စျေးနှင့် ကုန်စုံဆိုင်,,,"Sa Ka Ward (TGGN), Thingangyun","Sa Ka Ward (TGGN), Thingangyun",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.832,96.1927,,4.6,58,,Yangon,"Name: ABC Convenience Store (Thiri Mingalar Rd). Category: Store. Address: Sa Ka Ward (TGGN), Thingangyun. Township: Thingangyun. District: Yangon East"
1967,ACE,အေစီအီး,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.835533,96.186322,,4.7,511,,Yangon,Name: ACE (အေစီအီး). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
327,AGD Bank,အေဂျီဒီဘဏ်,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,164,164,"164 Than Thu Mar Road, Ward-24 Thuwunna, Thingangyun, Yangon","၁၆၄, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.81664,96.195267,,4.7,391,,Yangon,"Name: AGD Bank (အေဂျီဒီဘဏ်). Category: Bank. House Number: 164. Address: ၁၆၄, သံသုမာလမ်း, သု၀ဏ္ဏ(၂၄)ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
417,AGD Thingangyun Branch,AGD Thingangyun Branch,Bank,ဘဏ်နှင့် ငွေကြေးဝန်ဆောင်မှု,,,"No.259, Lay Daunt Kan Street, Thingangyun Township, Yangon.","No.259, Lay Daunt Kan Street, Thingangyun Township, Yangon.",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8252,96.1854,,4.7,61,,Yangon,"Name: AGD Thingangyun Branch. Category: Bank. Address: No.259, Lay Daunt Kan Street, Thingangyun Township, Yangon.. Township: Thingangyun. District: Yangon East"
418,AKK Shopping Centre,AKK Shopping Centre,Super Market & Shopping Mall,စျေးနှင့် ကုန်စုံဆိုင်,,,"Lay Daunt Kan Rd., U San Phay Ward,","Lay Daunt Kan Rd., U San Phay Ward,",Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.8293,96.1915,,4.8,64,,Yangon,"Name: AKK Shopping Centre. Category: Super Market & Shopping Mall. Address: Lay Daunt Kan Rd., U San Phay Ward,. Township: Thingangyun. District: Yangon East"
53,AM,အေအမ်,Food Center,စားသောက်ဆိုင်,29,29,"29 Than Thu Mar Road, Bawa Myint Ward, Thingangyun, Yangon","၂၉, သံသုမာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း",Thingangyun,သင်္ဃန်းကျွန်း,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,11431.0,16.845345,96.201371,,4.3,169,,Yangon,"Name: AM (အေအမ်). Category: Food Center. House Number: 29. Address: ၂၉, သံသုမာလမ်း, ဘ၀မြင့်ရပ်ကွက်, သင်္ဃန်းကျွန်း. Township: Thingangyun. District: Yangon East"
1864,AM,အေအမ်,Restaurant,စားသောက်ဆိုင်,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.845318,96.201446,,4.4,202,,Yangon,Name: AM (အေအမ်). Category: Restaurant. Address: Thingangyun. Township: Thingangyun. District: Yangon East
895,ANGELINA,အိန်ဂျလီနာ,Shop,အထွေထွေအမျိုးအစား,,,Thingangyun,Thingangyun,Thingangyun,,Yangon East,ရန်ကုန်အရှေ့ပိုင်း,Yangon,ရန်ကုန်,,16.825744,96.186492,,4.5,295,,Yangon,Name: ANGELINA (အိန်ဂျလီနာ). Category: Shop. Address: Thingangyun. Township: Thingangyun. District: Yangon East
